Country, Variable, Unit, Symbol," ""1965"""," ""1970"""," ""1975"""," ""1980"""," ""1985"""," ""1995"""," ""2000"""," ""2002"""," ""2005"""," ""2007"""," ""2010"""," ""2012"""," ""2015"""," ""2017"""," ""2020"""
Mexico, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.17,0.17,0.17,0.17,0.18,0.2,0.21,0.24,0.27,0.27
Mexico, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , ,55.07,54.42,55,55.17,55.83,58.82,53.66,55.18
Mexico, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , ,11.99,11.83,12.5,12.63,12.94,11.9
Mexico, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , ,11.14,11.54, , , , , , 
Mexico, SDG 6.4.2. Water Stress, %, E, , , ,20.99,22.14,24.43,25.57,27.12,28.58,29.5,29.87,31.03,32.13,32.95,44.82
Monaco, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,488.76,583.41,623.6,672.27,843.21,818.36,884.64,1031.48,1089.96,1062.87
Mongolia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , , ,0.76, , 
Mongolia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.65,0.65,0.65,0.64,0.66,0.71,0.73, ,0.72,0.72
Mongolia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,8.48,4.93,4.63,7.93,10.39,10.48,16.81,37.8,27.27,28.95
Mongolia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.18,0.18,0.14,0.19,0.21,0.18,0.22,0.31,0.24,0.39
Mongolia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,13.85,19.32,23.79,23.64,27.92,47.55,63.6,77.73,122.77,124.9
Mongolia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,5.31,5.45,6.19,7.53,8.95,10.71,15.2,21.66,21.96,22.85
Mongolia, SDG 6.4.2. Water Stress, %, E, , , , , ,3.27,3.59,3.71,3.75,3.99,3.9,3.6,3.15,3.4,3.4
Montenegro, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , ,6.42,6.3,5.81,5.8,7.54,7.1
Montenegro, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , ,3.78,3.68,4.34,3.98,3.58
Montenegro, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , , , , ,22.51,25.01,25.7,27.59,29.08,26.89
Montenegro, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , ,17.48,17.7,18.84,20.41,18.92
Morocco, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,34.08,37.97,38.1, , ,31.57, , , , 
Morocco, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , ,35.65,34.02, ,31.57,31.57,31.57,31.57
Morocco, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,28.75,32.47,15.92,26.02,36.37,91.07,103.84,114.35,123.08,123.16
Morocco, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.12,0.13,0.16,0.18,0.2,0.33,0.35,0.41,0.44,0.42
Morocco, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,25.86,20.55,9.39,14.65,21.06,40.48,45.69,49.38,54.59,57.23
Morocco, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,2.81,3.06,2.84,3.77,4.55,6.27,7.07,7.72,8.45,8.71
Morocco, SDG 6.4.2. Water Stress, %, E, , ,43.2,48.24,52.8,54.03,60.48,71.1,63.47,58.38,50.75,50.75,50.75,50.75,50.75
Mozambique, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , , ,0.5, , 
Mozambique, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.28,0.31,0.33,0.37,0.39,0.43,0.46, ,0.5,0.5
Mozambique, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,25.46,35.44,31.27,33.7,43.82,48.43,61.6,96.44,144.87,135.49
Mozambique, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.03,0.02,0.03,0.03,0.04,0.05,0.05,0.05,0.06,0.06
Mozambique, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,16.09,14.54,16.42,15.65,16.86,18.14,19.82,21.62,20.27,21.44
Mozambique, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,3.08,3.84,4.49,4.78,5.31,5.62,6.23,7.13,7.62,7.76
Mozambique, SDG 6.4.2. Water Stress, %, E, , , , , ,0.88,1.04,1.13,1.3,1.39,1.52,1.61,1.75,1.75,1.75
Myanmar, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,2.53, , , , , , , , 
Myanmar, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,2.48, ,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53
Myanmar, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,3.62,4.23,6.02,9.33,13.52,23.91,30.65,41.58,50.96,53.3
Myanmar, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.05,0.08,0.09,0.13,0.16,0.17,0.17,0.19,0.19,0.17
Myanmar, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,1.37,1.42,1.87,2.97,3.77,4.95,5.9,7.84,9,8.98
Myanmar, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,0.17,0.25,0.34,0.55,0.72,1,1.2,1.57,1.82,1.84
Myanmar, SDG 6.4.2. Water Stress, %, E, , , , , ,5.47,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Namibia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , ,0.29,0.48,0.53,0.5, , , , , , , 
Namibia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , ,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Namibia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,90.51,88.6,108.67,116.63,171.52,162.97,194.83,209.03,182.06,169.74
Namibia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.08
Namibia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,40.59,46.17,46.91,58.7,61.24,71.39,77.06,92.68,95.29,87.54
Namibia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,14.06,15.4,17.21,20.59,23.9,26.06,29.05,33.7,33.05,30.49
Namibia, SDG 6.4.2. Water Stress, %, E, , , , ,0.43,0.83,0.9,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
Nepal, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,4.43, , , , , , , , 
Nepal, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , ,4.43,4.43,4.43,4.43,4.43,4.43,4.43,4.43
Nepal, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,93.68,42.88,50.16,67.31,70.54,78.04,87.59,92.96,99.32,100.63
Nepal, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.44,0.55,0.61,0.61,0.6,0.66
Nepal, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,16.17,25.45,30.83,47.04,55.41,64.24,69.56,83.56,93.72,108.31
Nepal, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,1.51,1.78,1.95,2.19,2.35,2.64
Nepal, SDG 6.4.2. Water Stress, %, E, , , , , , ,8.37,8.35,8.31,8.31,8.31,8.31,8.31,8.31,8.31
Netherlands (Kingdom of the), Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,0.29, ,0.06,0.08,0.08,0.13,0.07,0.12,0.13,0.34
Netherlands (Kingdom of the), Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , ,0.1, , , , , , , , 
Netherlands (Kingdom of the), SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,21.79,18.43,15.76,13.13,15.02,13.8,14.27,17.81,21.24,21.77
Netherlands (Kingdom of the), SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,23.27,53.7,22.51,35.68,25.11,26.7,19.88
Netherlands (Kingdom of the), SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,268.55,330.18,346.68,371.94,401.86,424.9,429.61,444.2,341.82,281.59
Netherlands (Kingdom of the), SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,52.21,59.37,59.7,61.53,80.61,89.64,85.98
Netherlands (Kingdom of the), SDG 6.4.2. Water Stress, %, E, , , ,17.46,17.75,12.91,16.01,18.18,21.93,20.77,20.75,20.35,15.97,15.03,16.8
New Zealand, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , ,0.26,0.37,0.49,0.61,0.8, ,0.98, , , , 
New Zealand, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , ,0.89, ,0.98,0.98,0.98,0.98
New Zealand, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , ,134.83,83.14,122.14,60.2,36.49,30.34,23.32,23.99,27.3,28.86,30.49
New Zealand, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , ,2.86,2.2,3.08,3.33,3.09,2.95,4.4,4.19
New Zealand, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , ,58.68,49.67,121.24,105.34,90.02,94.08,127.51,159.91,241.94,284.23,280.02
New Zealand, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , ,35.94,29.17,28,27.22,29.23,33.6,36.95,38.69
New Zealand, SDG 6.4.2. Water Stress, %, E, , , ,0.98,1.55,2.27,2.76,3.18,3.79,4.06,4.24,6.14,8.05,8.05,8.05
Nicaragua, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.7, , , , ,0.71,0.69,0.67,0.66
Nicaragua, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , ,0.72,0.72,0.72,0.72, , , , 
Nicaragua, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,33.42,28.4,22.43,24.75,32.12,52.24,105.5,217.4,4481.2
Nicaragua, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.07,0.07,0.1,0.13,0.16,0.19,0.17,0.15,0.14
Nicaragua, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , ,19.71,18.77,18.67,18.56,19.62,22.22,29.41,35.97,35.25
Nicaragua, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,3.89,3.98,4.32,4.62,4.89,5.62,6.97,8,7.56
Nicaragua, SDG 6.4.2. Water Stress, %, E, , , , , , ,2.42,2.54,2.63,2.67,2.64,2.56,2.42,2.32,2.22
Niger, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , ,1.93, , , ,4.48,4.01,6.91
Niger, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,1.5,1.72,1.8, ,2.36,3.02,3.45, , , 
Niger, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,38.1,27.91,26.56,26.59,33.24,65.51,135.53,60.54,58.13,60.52
Niger, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,0.03,0.03,0.03,0.03,0.03, , , , 
Niger, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,12.4,9.19,8.02,7.87,10.66,21.39,49.72,23.69,23.67,24.74
Niger, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , , , , ,3.43,4.01,2.76
Niger, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,3.64,3.28,3.26,3.17,3.43,3.94, , , 
Niger, SDG 6.4.2. Water Stress, %, E, , , , , ,2.98,3.59,3.83,4.2,4.7,5.45,5.95,7.34,6.75,11.02
Nigeria, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,1.93, , , ,1.93, , , , 
Nigeria, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,1.71, ,1.93,1.93,1.93, ,1.93,1.93,1.93,1.93
Nigeria, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,48.01,38.95,28.82,38.86,37.83,49.07,57.27,49.04,53.91,69.58
Nigeria, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.09,0.08,0.17,0.15,0.16,0.19,0.19,0.21,0.21,0.25
Nigeria, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,23.91,24.49,24.27,30.24,35.1,39.63,43.14,58.16,55.46,47.53
Nigeria, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,13.48,13.62,12.71,17.38,19.42,23.7,26.4,31.13,30.81,30.12
Nigeria, SDG 6.4.2. Water Stress, %, E, , , , , ,6.58,7.99,8.38,8.97,9.25,9.67,9.67,9.67,9.67,9.67
North Macedonia, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,5.98,4.4,3.99,1.96,5.63,21.14,2.17, , 
North Macedonia, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , ,2.17,2.17
North Macedonia, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,9.81,6.62,1.66,6.96,9.81,12.9,40.1,98.65,67.49
North Macedonia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,1.56,0.67,0.16,1.89,1.59,1.86
North Macedonia, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , ,19.12,17.95,20.5,21.89,23.09,23.62,22.74,21.93,20.66
North Macedonia, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,11.86,9.47,4.25,18.19,19.31,17.56
North Macedonia, SDG 6.4.2. Water Stress, %, E, , , , , , ,16.75,15.32,28,13.34,22,15.31,20.83,38.69,38.7
Norway, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.2,0.21,0.19, , , , , , 
Norway, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , ,0.21,0.21,0.21,0.21,0.21,0.21
Norway, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,124.06,101.77,108.74,100.91,105.72,118.3,103.44,101.34,88.72
Norway, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.55,0.57,0.55,0.27,0.29,0.39,0.38
Norway, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,190.44,197.07,218.43,194.41,197.41,220.95,242.84,284.11,305.82,326.84
Norway, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,108.41,103.13,110.59,119,124.44,128.55,129.58
Norway, SDG 6.4.2. Water Stress, %, E, , , ,1.52,1.62,1.82,1.83,1.94,2.08,2.3,2.13,2.08,2.06,2.05,2.05
Oman, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,87.86, , , , , ,110.5,110.5, 
Oman, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,84.6, ,84.9,89.7,95.97,105.38,111.65, , ,110.5
Oman, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,708.02,790.56,1012.98,624.36,430.43,352.82,344.77,173.09,145.31,150.11
Oman, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.85,0.74,0.82,0.55,0.48,0.53,0.46,0.88,1.06,1.02
Oman, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,221.93,167.39,153.31,124.11,142.06,163.25,170.78,349.78,441.79,274.35
Oman, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,27.02,30.42,32.04,30.44,30.88,33.72,36.06,38.62,40.12,38.1
Oman, SDG 6.4.2. Water Stress, %, E, , , , , ,86.97,92.86,89.75, , , , ,116.71,116.71, 
Oman, SDG 6.4.2. Water Stress, %, I, , , , , , , , ,91.11,97.51,107.11,113.51, , ,116.71
Pakistan, Agricultural water withdrawal as % of total renewable water resources, %, E, , ,60.9, , , ,65.92, , , , , , , , 
Pakistan, Agricultural water withdrawal as % of total renewable water resources, %, I, , , ,60.94,60.98,63.2, ,66.91,68.38,69.36,69.85,69.85,69.85,69.85,69.85
Pakistan, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , ,4.24,5.14,4.98,6.1,6,7.92,15.24,23.51,28.69,31.84,33.07,34.31,36.63
Pakistan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , ,0.19,0.21,0.22,0.25,0.26,0.29,0.31,0.33
Pakistan, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,12.2,13.26,17.5,15.09,11.79,11.49,12.19,12.22,12.33,13,14.92,16.9,18.03
Pakistan, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , ,0.78,0.93,1.04,1.1,1.17,1.31,1.44,1.54
Pakistan, SDG 6.4.2. Water Stress, %, E, , ,94.09,94.51,94.94,100.08,105.86,107.42,109.77,111.62,113.66,115.26,120.79,122.67,116.31
Palestine, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,20.79, ,22.58,20.7,17.89,18.86,19.73,19.35,25.78
Palestine, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , ,20.37, , , , , , , 
Palestine, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,90.45,41.66,51.3,48.81,78.65,97.61,79.56,83.33,70.21
Palestine, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , ,1.28,1.09,2.18,2.75,4.59,4.94,5.17,5.52,3.91
Palestine, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , ,42.99,28.65,26.78,31.17,41.99,47.71,50.9,51.89,43.45
Palestine, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , ,20.35,15.28,17.36,19.54,27.62,31.83,32.21,34.55,26.51
Palestine, SDG 6.4.2. Water Stress, %, E, , , , , , ,40.08,46.16,58.19,53.86,38.63,41.73,41.53,41.08,50.26
Panama, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , ,0.32, ,0.32,0.32,0.32
Panama, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , ,0.33, , , 
Panama, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , ,203.96,152.26,162.22,304.88,630.38,947.51,2195.76,2671.08,1804.29
Panama, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , ,0.3,0.3,0.33,0.32,0.32
Panama, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , , ,75.86,71.97,75.07,61.93,48.24,49.22,45.7,52.38,50.7
Panama, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , ,33.23,36.73,40.49,46.61,41.12
Panama, SDG 6.4.2. Water Stress, %, E, , , , , , , , , , ,0.77,0.86,0.93,0.9,0.9
Papua New Guinea, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , , , , , 
Papua New Guinea, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , , , 
Papua New Guinea, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,30.78,28.35,21.72,23.95,27.91,31.41,27.36,43.76,50.05,50.88
Papua New Guinea, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,57.73,32.22,28.68,23.94,27.08,32.97,39.19,43.08,45.12,46.07
Papua New Guinea, SDG 6.4.2. Water Stress, %, E, , , , , , ,0.09,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Paraguay, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,0.09, , , , ,0.49, , , 
Paraguay, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.09, ,0.16,0.26,0.32,0.42, ,0.49,0.49,0.49
Paraguay, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,171.09,146.46,80.65,52.78,46.02,47.27,49.16,60.68,66.97,66.55
Paraguay, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , , ,0.13,0.14,0.16,0.17
Paraguay, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,105.34,102.85,96.58,64.27,55.81,48.89,49.51,57.44,61.54,63.42
Paraguay, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , , ,10.66,12.6,13.64,13.9
Paraguay, SDG 6.4.2. Water Stress, %, E, , , , , ,0.36,0.37,0.63,1.01,1.26,1.62,1.84,1.84,1.84,1.84
Peru, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , , , , , , ,1.74
Peru, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,0.85,0.77,0.74,0.69,0.66,0.86,1.07,1.39,1.6, 
Peru, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , , , , , , ,55.88,37.2,21.59,18.82,15.05
Peru, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , , ,0.28,0.25,0.27,0.27,0.27
Peru, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,33.45,39.19,41.88,44.54,49.15,55.15,57.2,62.78,62.43,48.55
Peru, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , , ,7.17,6.43,5.53,5.16,4.42
Peru, SDG 6.4.2. Water Stress, %, E, , , , , , , , , , ,3.41,4.3,5.63,6.51,7.18
Philippines, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , , , ,14.03,14.17,14.18,14.18,14.19,14.16
Philippines, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,16.79,15.39,10.69,8.05,8.07,7.98,7.85,8.43,5.97,9.06
Philippines, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,0.13,0.16, ,0.17,0.19,0.19
Philippines, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, I, , , , , , , , , , , ,0.17, , , 
Philippines, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,13.67,14.45,15.27,17.52,16.47,18.41,20.49,22.17,27.84,28.48
Philippines, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , , , , , ,2.24,2.49,2.75,3.29,3.57,3.9
Philippines, SDG 6.4.2. Water Stress, %, E, , , , , , , , , ,24.91,25.46,25.76,26.41,28.06,26.25
Poland, Agricultural water withdrawal as % of total renewable water resources, %, E, ,2.78,2.75,2.19,2.65,1.95,1.75,1.83,1.82,1.85,1.91,1.82,1.64,1.68, 
Poland, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , , , , , , , , , ,2.3
Poland, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,6.99,7.97,7.58,9.78,11.59,13.44,14.54,16.73,18.09,22.68
Poland, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , ,0.09,0.11,0.07,0.08,0.19,0.23,0.11
Poland, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,45.64,75.51,82.63,91.09,103.54,120.69,130.15,140.51,153.64,174.98
Poland, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , ,23.98,26.03,32.37,32.72,39.3,43.56,51.6
Poland, SDG 6.4.2. Water Stress, %, E, ,35.01,46.84,52.37,56.81,45.09,42.05,40.56,41.18,41.61,37.63,39.7,36.16,34.89,30
Portugal, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , ,12.92, , , , , , , ,4.42, 
Portugal, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , , ,10.6,9.87,8.78,8.05,6.96,6.24,5.15, ,4.42
Portugal, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,16.16,28.06,26.93,23.68,23.59,20.87,18.04,17.74,18.58,18.19
Portugal, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.2,0.15,0.13,0.23,0.23,0.28,0.29,0.41,0.52,0.5
Portugal, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,144.18,129.02,126.87,121.57,142.46,152.04,149.71,155.88,157.31,158.09
Portugal, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , ,10.41,15.43,16.6,18.09,19.62,22.43,22.62,25.68,29.14,28.49
Portugal, SDG 6.4.2. Water Stress, %, E, , , , , ,25.82,21.43,20.49,19.08,18.38,17.97,17.71,17.3,12.38,12.32
Puerto Rico, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,1.84, ,1.04, ,0.9, ,1.6, , 
Puerto Rico, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,2.37, ,1.52, ,0.99, ,1.18, ,1.6,1.6
Puerto Rico, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,11.69,14.64,16.76,16.09,15.51,16.51,17.8,21.38,20.17,19.31
Puerto Rico, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , , , , , ,2.48,4.68,3.5,2.68,2.55,1.8
Puerto Rico, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , , , , ,71.99,80.33,73.94,68.42,67.43,57.34,61.39,64.82,62.93,59.01
Puerto Rico, SDG 6.4.1. Water Use Efficiency, USD/m3, I, , , , , , , , , ,26.75,25.56,27.59,31.29,29.96,28.35
Puerto Rico, SDG 6.4.2. Water Stress, %, E, , , , , ,18.46,19.12,20.39,22.29,22.46,22.71,21.44,19.54,19.54,19.54
Qatar, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , ,362.07, ,451.72,437.93,450.34,497.93,396.55,396.55,555.1
Qatar, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,362.93, ,397.93, , , , , , , 
Qatar, SDG 6.4.1. Industrial Water Use Efficiency, USD/m3, E, , , , , ,1136.24,1731.34,2342.54,4714.98,4695.86,5294.2,5703.8,801.57,2681.81,2069.34
Qatar, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, USD/m3, E, , , , , ,0.95,0.61,0.43,0.26,0.33,0.53,0.45,1.13,1.53,1.44
Qatar, SDG 6.4.1. Services Water Use Efficiency, USD/m3, E, , ,78.78,85.6,119.16,141.88,148.57,106.09,75.56,100.96,105.75,90.86,161.51,135.09,169.04
Qatar, SDG 6.4.1. Water Use Efficiency, USD/m3, E, , , , , ,70.65,117.71,110.11,114.72,147.68,184.32,189.6,206.35,200.59,192.42
Qatar, SDG 6.4.2. Water Stress, %, E, , ,258.62,319.83,381.03, ,282.59,321.97,374.14, , , ,431.03,431.03, 
Qatar, SDG 6.4.2. Water Stress, %, I, , , , , ,277.99, , , ,388.45,409.91,424.22, , ,431.03
Republic of Korea, Agricultural water withdrawal as % of total renewable water resources, %, E, , , , , , , ,23.1, , , , , , , 
Republic of Korea, Agricultural water withdrawal as % of total renewable water resources, %, I, , , , , ,21.57,22.89, ,22.9,22.9,22.9,22.9,22.9,22.9,22.9
